Title,Author1,Author2,Author3,Author4,Author5,Link,Summary,Cited By
Penggunaan Wi-Fi Direct Untuk Aplikasi Presensi dan Distribusi File,Y Wibisono,Y Wihardi,,,,https://ejournal.upi.edu/index.php/JATIKOM/article/view/33207,"FAF Muslim, Y Wibisono, Y Wihardi - Jurnal Aplikasi dan Teori Ilmu … - ejournal.upi.edu",0
Hubungan Kontrol Diri dan Iklim Sekolah dengan Perilaku Bullying pada Siswa SMP Swasta Budi Agung Medan,I Minauli,,,,,http://repository.uma.ac.id/handle/123456789/13940,"A Munir, I Minauli - 2013 - repository.uma.ac.id",0
Color and texture features extraction on content-based image retrieval,HW Prabawa,,,,,https://ieeexplore.ieee.org/abstract/document/8257205/,"RD Putri, HW Prabawa… - 2017 3rd International …, 2017 - ieeexplore.ieee.org",6
Konten lokal digitalisasi dan Pandemi Covid-19 di Lembaga Penyiaran Jawa Barat,D Fardiah,M Hikmat,A Wahyudin,,,http://digilib.uinsgd.ac.id/38516/,"D Fardiah, M Hikmat, A Wahyudin, D Mardiansyah… - 2018 - digilib.uinsgd.ac.id",0
PENINGKATAN KETERAMPILAN BERMAIN REKORDER MELALUI METODE TUTOR SEBAYA DI SMP,I Fretisari,,,,,https://jurnal.untan.ac.id/index.php/jpdpb/article/view/17934,"I Fretisari, A Munir - Jurnal Pendidikan dan Pembelajaran Khatulistiwa - jurnal.untan.ac.id",1
"The use of Triple Exponential Smoothing Method (Winter) in forecasting passenger of PT Kereta Api Indonesia with optimization alpha, beta, and gamma parameters",W Setiawan,,,,,https://ieeexplore.ieee.org/abstract/document/7852633/,"W Setiawan, E Juniati, I Farida - 2016 2nd International …, 2016 - ieeexplore.ieee.org",19
Model Pengembangan Kurikulum Manajemen: Studi Pada Kurikulum Jurusan Manajemen Fakultas Ekonomi Universitas Islam Negeri (UIN) Maulana Malik Ibrahim …,M Sulhan,F Fitriyah,,,,http://repository.uin-malang.ac.id/2167/,"M Munir, M Sulhan, F Fitriyah - 2015 - repository.uin-malang.ac.id",0
Designing of Environmental Physics Course Instruments about Ocean Wave Energy to Enhance Students' Creative Thinking Skills,M Satriawan,W Setiawan,,,,https://journal.unesa.ac.id/index.php/jpfa/article/view/9343,"M Satriawan, L Liliasari, W Setiawan… - … Penelitian Fisika dan …, 2021 - journal.unesa.ac.id",0
Peran keluarga dalam membina pengamalan salat fardu bagi remaja di Dusun Paok Lombok Timur Desa Paok Lombok Kecamatan Suralaga Kabupaten Lombok …,,,,,,http://etheses.uinmataram.ac.id/id/eprint/379,KA Munir - 2019 - etheses.uinmataram.ac.id,0
Strategi Perguruan Tinggi dalam meningkatkan Publikasi Hasil Penelitian,H Sugilar,T Priatna,,,,http://ojs.iainbatusangkar.ac.id/ojs/index.php/alfikrah/article/view/847,"H Sugilar, T Priatna… - Al-Fikrah: Jurnal …, 2019 - ojs.iainbatusangkar.ac.id",8
A contextual semi assisted project-based learning (SA-PjBL) about ocean wave energy: Creative thinking of pre-service physics teachers,M Satriawan,W Setiawan,,,,https://ejournal.unikama.ac.id/index.php/momentum/article/view/5172,"M Satriawan, L Liliasari, W Setiawan… - Momentum: Physics …, 2021 - ejournal.unikama.ac.id",0
Implementation of cyber-blog system to improving concept understanding in algorithm for students,Y Wihardi,,,,,https://ieeexplore.ieee.org/abstract/document/7407785/,"Y Wihardi, A Agustan - 2015 International Conference on …, 2015 - ieeexplore.ieee.org",4
The Development of 'E-Layer'Android Mobile Application as Interactive Multimedia in Earth Layer Topics for Junior High School,EC Prima,Y Wihardi,,,,https://www.researchgate.net/profile/Eka-Prima-2/publication/343365499_The_Development_of_'E-Layer'_Android_Mobile_Application_as_Interactive_Multimedia_in_Earth_Layer_Topics_for_Junior_High_School/links/5f25740c458515b729f8d1ce/The-Development-of-E-Layer-Android-Mobile-Application-as-Interactive-Multimedia-in-Earth-Layer-Topics-for-Junior-High-School.pdf,"EN Sunarya, EC Prima, Y Wihardi - … Computing Technologies for …, 2020 - researchgate.net",1
Enhancing The User Experience of Portal Website using User-Centered Design Method,Y Wibisono,,,,,https://ieeexplore.ieee.org/abstract/document/9392044/,"RA Sukamto, Y Wibisono - 2020 6th International …, 2020 - ieeexplore.ieee.org",0
Comparison of weighted product method and technique for order preference by similarity to ideal solution method: Complexity and accuracy,,,,,,https://ieeexplore.ieee.org/abstract/document/8257155/,"NS Fitriasari, SA Fitriani… - 2017 3rd International …, 2017 - ieeexplore.ieee.org",15
Development Mobile Learning For Vegetable Farming In Indonesia Based On Mobile Cloud Computing,Y Wihardi,E Nugraha,,,,https://ieeexplore.ieee.org/abstract/document/9392074/,"Y Wihardi, E Nugraha - 2020 6th International Conference on …, 2020 - ieeexplore.ieee.org",0
Pendidikan Pelestarian Lingkungan dalam Prespektif Al-Qur'an,S Munir,,,,,https://repository.ptiq.ac.id/id/eprint/208/,S Munir - 2019 - repository.ptiq.ac.id,0
Unlimited Energy Source: A Review of Ocean Wave Energy Utilization and Its Impact on the Environment,M Satriawan,W Setiawan,,,,https://ejournal.upi.edu/index.php/ijost/article/view/31473,"M Satriawan, L Liliasari, W Setiawan… - Indonesian Journal of … - ejournal.upi.edu",2
Hubungan Antara Self Efficacy dengan Kemandirian Belajar pada Siswa SMK Pertanian Pembangunan Negeri Kutacane,FH Siregar,,,,,http://repository.uma.ac.id/handle/123456789/14013,"A Munir, FH Siregar - 2016 - repository.uma.ac.id",0
Code Comment Assessment Development for Basic Programming Subject using Online Judge,R Megasari,E Piantari,,,,https://scholar.archive.org/work/s5njh73ibzavthrxwlchcdjj4m/access/wayback/https://eudl.eu/pdf/10.4108/eai.12-10-2019.2296547,"RA Sukamto, R Megasari, E Piantari, MNF Rischa - 2020 - scholar.archive.org",0
Impact of audio narrated animation on students' understanding and learning environment based on gender,W Setiawan,,,,,https://aip.scitation.org/doi/abs/10.1063/1.4983975,"AR Nasrudin, W Setiawan… - AIP Conference …, 2017 - aip.scitation.org",1
Facial Expression Recognition on The Classroom Environments,W Setiawan,Y Wihardi,,,,https://scholar.archive.org/work/vyueaazft5h45mn2ciy4dtpoti/access/wayback/https://eudl.eu/pdf/10.4108/eai.12-10-2019.2296519,"W Setiawan, Y Wihardi, E Junateti, NR Faikar - 2020 - scholar.archive.org",0
Determine focus based on eye gazing direction,W Setiawan,M Nursalman,,,,https://ieeexplore.ieee.org/abstract/document/8257179/,"W Setiawan, M Nursalman… - 2017 3rd International …, 2017 - ieeexplore.ieee.org",0
THE IMPLEMENTATION OF PROJECT BASED LEARNING (PjBL) IN TEACHING AND LEARNING ENGLISH AS A FOREIGN LANGUAGE,,,,,,http://repository.upi.edu/id/eprint/26206,W Setiawan - 2016 - repository.upi.edu,0
Anatolia Agency (AA) Turkey's Oldest News Agency,,,,,,https://journals.sagepub.com/doi/pdf/10.1177/001654926401000106,"M Berik - Gazette (Leiden, Netherlands), 1964 - journals.sagepub.com",2
Hubungan Self Eficacy dan Dukungan Sosial Teman Sebaya dengan Self Regulated Learning Mahasiswa Universitas Potensi Utama Medan,A Aziz,,,,,http://repository.uma.ac.id/handle/123456789/14135,"A Munir, A Aziz - 2017 - repository.uma.ac.id",0
Meningkatkan pemahaman dan retensi siswa melalui pembelajaran berbasis teknologi multimedia interaktif,W Setiawan,,,,,http://file.upi.edu/Direktori/FPMIPA/PRODI._ILMU_KOMPUTER/196601011991031-WAWAN_SETIAWAN/10._Peningkatan_Pemahaman_dan_Retensi_Baru.pdf,"F Tapilouw, W Setiawan - Jurnal pendidikan teknologi informasi dan …, 2008 - file.upi.edu",26
Kekuatan pernyataan visi dan misi konvensional dan Islam serta hubungannya dengan pengembangan program dan perilaku organisasi,I Hasan,,,,,http://repository.uin-malang.ac.id/981/,"S Slamet, M Munir, I Hasan - 2016 - repository.uin-malang.ac.id",0
Reasoning patterns and modes of prospective biology teachers on embryology learning with TPACK framework,N Nurdiani,NY Rustaman,W Setiawan,,,https://ejournal.umm.ac.id/index.php/jpbi/article/view/7375,"N Nurdiani, NY Rustaman, W Setiawan… - JPBI (Jurnal …, 2019 - ejournal.umm.ac.id",6
Prodi Studi Ilmu Komputer Departemen Pendidikan Ilmu Komputer Fakultas Pendidikan Matematika dan Ilmu Pengetahuan Alam Universitas Pendidikan …,Y Wihardi,,,,,https://ejournal.upi.edu/index.php/JATIKOM/article/download/33178/14258,"A Wikarsa, RA Sukamto, Y Wihardi - Jurnal Aplikasi dan Teori Ilmu … - ejournal.upi.edu",0
Sistem Pencatatan Kehadiran Otomatis di Ruang Kelas Berbasis Pengenalan Wajah Menggunakan Metode Convolutional Neural Network (CNN),W Setiawan,Y Wihardi,,,,http://jatikom.cs.upi.edu/index.php/jatikom/article/view/12,"F Endrianti, W Setiawan, Y Wihardi - JATIKOM: Jurnal Aplikasi …, 2018 - jatikom.cs.upi.edu",6
PENINGKATAN BERPIKIR KRITIS MAHASISWA MELALUI METODE PEMBELAJARAN BERBASIS MASALAH DENGAN BANTUAN ANIMASI ANALISIS GRAFIS,S Kurniawati,,,,,https://ejournal.upi.edu/index.php/JPEI/article/view/28345,"D Disman, S Kurniawati, RA Sukamto - Jurnal Pendidikan Ekonomi … - ejournal.upi.edu",0
Sistem Pencatatan Kehadiran Pertemuan Berbasis Mobile dengan Metode Pengembangan Spiral,R Megasari,,,,,http://jatikom.cs.upi.edu/index.php/jatikom/article/view/21,"A Jatikom, IH Shodiq, R Megasari… - … : Jurnal Aplikasi dan …, 2018 - jatikom.cs.upi.edu",1
Analisis Statistik dan Implementasi Image Masking Berdasarkan Hasil Error Level Analysis Pada Gambar Digital,Y Wihardi,,,,,https://ejournal.upi.edu/index.php/JATIKOM/article/view/33209,"MF Rahman, RRJ Putra, Y Wihardi - Jurnal Aplikasi dan Teori Ilmu … - ejournal.upi.edu",0
Analisis Morfologi untuk Menangani Out-of-Vocabulary Words pada Part-of-Speech Tagger Bahasa Indonesia Menggunakan Hidden Markov Model,Y Wibisono,RA Sukamto,,,,http://inacl.id/journal/index.php/jlk/article/view/13,"F Ramadhanti, Y Wibisono, RA Sukamto - Jurnal Linguistik Komputasional, 2019 - inacl.id",8
The IM and LMS moodle as the TPACK components in improving embryology concepts mastery of prospective biology teachers,N Nurdiani,NY Rustaman,W Setiawan,,,https://aip.scitation.org/doi/abs/10.1063/1.5115712,"N Nurdiani, NY Rustaman, W Setiawan… - AIP Conference …, 2019 - aip.scitation.org",1
"Penerapan Model ARIAS (Assurance, Relevance, Interest, Assesment And Satisfaction) Dalam Pembelajaran TIK (Teknologi Informasi Dan Komunikasi)",P Siahaan,W Setiawan,,,,"http://file.upi.edu/Direktori/JURNAL/PENDIDIKAN_TIK/Jurnal_Pend_TIK_Vol_3_No_1/PENERAPAN_MODEL_ARIAS_(ASSURANCE,_RELEVANCE,_INTEREST,_ASSESMENT_AND_SATISFACTION_)_DALAM_PEMBELAJARAN_TIK_(TEKNOLOGI_INFORMASI_DAN_KOMUNIKASI).pdf","P Siahaan, W Setiawan - Jurnal Pendidikan Teknologi Informasi dan …, 2010 - file.upi.edu",5
The Implementation of Gradient Descent Based Methods Using Parallel Computing in R for Regression Tasks,LS Riza,R Megasari,,,,https://ieeexplore.ieee.org/abstract/document/8673361/,"LS Riza, MA Ashari, R Megasari - … International Symposium on …, 2018 - ieeexplore.ieee.org",1
Analogy mapping for different learning style of learners in programming,RA Sukamto,R Megasari,,,,https://ieeexplore.ieee.org/abstract/document/8257189/,"RA Sukamto, R Megasari - 2017 3rd International Conference …, 2017 - ieeexplore.ieee.org",1
The Strategies for Quorum Satisfaction in Host-to-Host Meeting Scheduling Negotiation,R Megasari,EM Husni,DH Widyantoro,,,https://pdfs.semanticscholar.org/b378/0e9b2b499f0d50bde6b362bf588e60178dc0.pdf,"R Megasari, EM Husni, DH Widyantoro - Telkomnika, 2016 - pdfs.semanticscholar.org",1
Mathematical Interactive Multimedia to Improve Mathematical Reasoning Ability of Senior High School Students,N Priatna,R Hamid,A Widodo,,,https://www.atlantis-press.com/article/25869926.pdf,"N Priatna, R Hamid, A Widodo… - Advance in Soc. Sci …, 2016 - atlantis-press.com",2
Online Learning Behavior During COVID-19 Pandemic toward Students' Digital Literacy Skills,W Setiawan,,,,,http://proceedings2.upi.edu/index.php/icee/article/view/1506,"I Lestari, W Setiawan… - … Conference on Elementary …, 2021 - proceedings2.upi.edu",0
Penerapan Association Rules Menggunakan Algoritma Apriori Pada Sistem Rekomendasi Pemilihan Resep Obat Berdasarkan Data Rekam Medis,R Megasari,,,,,http://jatikom.cs.upi.edu/index.php/jatikom/article/view/18,"A Jatikom, AA Priatna, R Megasari… - … : Jurnal Aplikasi dan …, 2018 - jatikom.cs.upi.edu",2
Kinect Based Motion Capture for 3D Character Animation,Y Wihardi,EF Rahman,,,,https://scholar.archive.org/work/nlnkuw6m75gy3fh647dk3ozezq/access/wayback/https://eudl.eu/pdf/10.4108/eai.12-10-2019.2296516,"Y Wihardi, EF Rahman, FF HN - 2020 - scholar.archive.org",0
Students' Learning Motivation in Distance Learning During the COVID-19 Pandemic Period at Primary School,W Setiawan,,,,,http://proceedings2.upi.edu/index.php/icee/article/view/1486,"V Veronika, W Setiawan… - … on Elementary Education, 2021 - proceedings2.upi.edu",1
Learners mood detection using Convolutional Neural Network (CNN),RA Sukamto,,,,,https://ieeexplore.ieee.org/abstract/document/8257079/,"RA Sukamto, S Handoko - 2017 3rd International …, 2017 - ieeexplore.ieee.org",0
Compatibility Analysis of HTML5 to Build Learning Media in Introductory Macroeconomics Subject,RA Sukamto,S Kurniawati,,,,https://www.researchgate.net/profile/Rosa-Sukamto/publication/284165966_Compatibility_Analysis_of_HTML5_to_Build_Learning_Media_in_Introductory_Macroeconomics_Subject/links/564d2df508aefe619b0dd32a/Compatibility-Analysis-of-HTML5-to-Build-Learning-Media-in-Introductory-Macroeconomics-Subject.pdf,"RA Sukamto, S Kurniawati - researchgate.net",0
ANALISIS KAJIAN MANAJEMEN PROSES BISNIS PENELITIAN DAN PENGABDIAN KEPADA MASYARAKAT,PD Dirgantari,,,,,https://scholar.archive.org/work/2kgwb6ilybgxlnox4regxkg76i/access/wayback/http://jurnal.iain-padangsidimpuan.ac.id/index.php/attijaroh/article/download/2402/pdf,"WS Kosidin, PD Dirgantari - scholar.archive.org",0
Isu Proses Bisnis Berbasis Artificial Intelligence untuk Menyosong Era Industri 4.0,H Siregar,W Setiawan,PD Dirgantari,,,https://ejournal.undip.ac.id/index.php/jbs/article/view/31172,"H Siregar, W Setiawan, PD Dirgantari - JURNAL BISNIS STRATEGI - ejournal.undip.ac.id",0
Pengembangan Aplikasi Indeks Pembangunan Desa Berbasis WebGIS dan Evaluasi Penerapan Menggunakan Metode PIECES,,,,,,http://jatikom.cs.upi.edu/index.php/jatikom/article/view/22,"A Jatikom, SK Zulkhizah, NS Fitriasari… - … : Jurnal Aplikasi dan …, 2018 - jatikom.cs.upi.edu",0
Application of Problem Based Learning Models To Improve The Innovative Ability Of Basic School Students,A Sujana,,,,,http://proceedings.upi.edu/index.php/icee/article/view/816,"W Setiawan, US Sa'ud, A Sujana… - International …, 2020 - proceedings.upi.edu",0
Implementasi Algoritma Extreme Learning Machine pada Prediksi Aktivitas Badai Geomagnetik,R Megasari,E Nugraha,,,,http://jatikom.cs.upi.edu/index.php/jatikom/article/view/8,"IRD Prawira, R Megasari, E Nugraha… - … : Jurnal Aplikasi dan …, 2018 - jatikom.cs.upi.edu",0
Aplikasi Deteksi Plagiarisme Dokumen Skripsi dengan Algoritma Rabin-Karp,Y Wibisono,,,,,http://jatikom.cs.upi.edu/index.php/jatikom/article/view/24,"A Jatikom, T Suryati, Y Wibisono… - … : Jurnal Aplikasi dan …, 2018 - jatikom.cs.upi.edu",0
Fostering high school students' misconception about boiling concept using conceptual change laboratory (cCLAb) activity,A Suhandi,I Husnah,,,,https://www.researchgate.net/profile/Achmad-Samsudin/publication/341764946_Fostering_High_School_Students'_Misconception_about_Boiling_Concept_Using_Conceptual_Change_Laboratory_CCLab_Activity/links/5ed28b9145851529451c16e3/Fostering-High-School-Students-Misconception-about-Boiling-Concept-Using-Conceptual-Change-Laboratory-CCLab-Activity.pdf,"A Suhandi, Y Surtiana, I Husnah… - Universal Journal of …, 2020 - researchgate.net",8
The Effectiveness of Multimedia in Education for Special Education (MESE) to Improve Reading Ability and Memorizing for Children with Intellectual Disability.,W Setiawan,EP Nugroho,,,,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=18630383&AN=131518607&h=4UcFEUUPuqEdNcGNqumYzRqFuA%2BPijZ7Wtant%2BT%2BA%2BflJvSUjNweTOGYel4hpA6MIyJNQ6NkLdwZFIr3GbfIbQ%3D%3D&crl=c,"W Setiawan, EP Nugroho… - … Journal of Emerging …, 2018 - search.ebscohost.com",6
The Development of Web-Based Learning Using Interactive Media for Science Learning on Levers in Human Body Topic.,L Astuti,Y Wihardi,D Rochintaniawati,,,https://eric.ed.gov/?id=EJ1251661,"L Astuti, Y Wihardi, D Rochintaniawati - Journal of Science Learning, 2020 - ERIC",9
Edmodo as Web-Based Learning to Improve Student's Cognitive and Motivation in Learning Thermal Physics.,W Setiawan,AFC Wijaya,,,,https://eric.ed.gov/?id=EJ1226297,"PF Vania, W Setiawan, AFC Wijaya - Journal of Science Learning, 2018 - ERIC",14
Studi kompetensi multirepresentasi mahasiswa pada topik elektrostatika,W Setiawan,,,,,https://www.academia.edu/download/41906573/STUDI_KOMPETENSI_MULTIREPRESENTASI_MAHAS20160202-23673-1rcl0iz.pdf,"M Yusuf, W Setiawan - Jurnal Pendidikan Teknologi Informasi dan …, 2009 - academia.edu",23
Pembelajaran Berbasis ICT: Model E-Learning Menggunakan Opensource Moodle,W Setiawan,,,,,http://file.upi.edu/Direktori/JURNAL/JURNAL_MIMBAR_PENDIDIKAN/MIMBAR_NO_4_2006/Pembelajaran_Berbasis_ICT_Model_E-Learning_Menggunakan_Opensource_Moodle.pdf,"W Setiawan - Mimbar Pendidikan Jurnal Pendidikan, IV (4), 2006 - file.upi.edu",2
Development of Personal Learning Network System To Build E-Literacy,W Setiawan,,,,,https://www.academia.edu/download/41791177/Combining_of_Image_Classification_With_P20160130-6676-of2oey.pdf,"W Setiawan - International Journal of Computer Science Issues …, 2012 - academia.edu",6
Damropa (Damage Roads Patrol): Aplikasi Pendeteksi Jalan Rusak Memanfaatkan Accelerometer pada Smartphone,R Hartono,Y Wibisono,RA Sukamto,,,https://osf.io/preprints/yekpr/,"R Hartono, Y Wibisono, RA Sukamto - 2017 - osf.io",3
PENGARUH KUALITAS AKTIVA PRODUKTIF TERHADAP PROFITABILITAS PADA BANK-BANK YANG LIST DI BURSA EFEK INDONESIA TAHUN 2011-2013,MN Komarudin,,,,,http://repository.upi.edu/id/eprint/19932,MN Komarudin - 2015 - repository.upi.edu,0
APLIKASI PEMBELAJARAN SAINS BERBASIS BUDAYA LOKAL UNTUK MENINGKATKAN MINAT DAN PEMAHAMAN KONSEP SISWA SD,,,,,,http://repository.upi.edu/id/eprint/9446,M Latukau - 2009 - repository.upi.edu,0
Pengaruh Metode Problem Based Introduction (PBI) dan Metode Discovery Terhadap Kemampuan Berpikir Kritis Peserta Didik (Studi Kuasi Eksperimen Pada Mata …,,,,,,http://repository.upi.edu/id/eprint/16822,AM Hidayat - 2015 - repository.upi.edu,0
Deep Reinforced Model dan Rules-Based untuk Peringkasan Kalimat Bahasa Indonesia,Y Wibisono,Y Wihardi,,,,https://inacl.id/journal/index.php/jlk/article/view/34,"Y Musa'adah, Y Wibisono, Y Wihardi - Jurnal Linguistik Komputasional (JLK …, 2020 - inacl.id",0
The Implementation of Latent Semantic Indexing on Knowledge Retrieval Process in Knowledge Management System Development.,R Megasari,,,,,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=01287702&AN=128930431&h=bANwPpbi4OgrYQ6E9twXI7eiKUP56C%2FlOs8KOJrgLaBCul8q8jR8sg4Yt1xB4kaXHHY2Gkt9%2B5TrraEeGIRj4A%3D%3D&crl=c,"NS Fitriasari, R Megasari… - Pertanika Journal of …, 2017 - search.ebscohost.com",2
IMPLEMENTASI MODEL PEMBELAJARAN DISCOVERY DENGAN TEKNIK MURDER UNTUK MENINGKATKAN KEMAMPUAN BERPIKIR KRITIS DAN SELF …,W Abdullah,,,,,http://repository.upi.edu/id/eprint/33117,W Abdullah - 2017 - repository.upi.edu,1
RANCANG BANGUN MEDIA PEMBELAJARAN BERBASIS PROGRESSIVE WEB APPS DENGAN GAYA VAK PADA MODEL STAD UNTUK MENINGKATKAN HASIL …,,,,,,http://repository.upi.edu/id/eprint/65953,W Setiawan - 2021 - repository.upi.edu,0
The profile of biology teacher's habits of mind in high school,IYN Hizqiyah,A Widodo,S Sriyati,,,https://aip.scitation.org/doi/abs/10.1063/1.5115710,"IYN Hizqiyah, A Widodo, S Sriyati… - AIP Conference …, 2019 - aip.scitation.org",0
STUDI MINIMALISASI WAKTU TUNGGU TERHADAP KEPUASAN KONSUMEN DI BAKUL MA'ECOT: Studi Kasus Dilakukan di 2 Outlet Bakul Ma'Ecot di Bandung,,,,,,http://repository.upi.edu/id/eprint/5122,W Setiawan - 2013 - repository.upi.edu,0
ANALISIS KETERAMPILAN GURU DALAM MEMBERIKAN PENGUATAN PADA PEMBELAJARAN IPS: Analisis Deskriptif Pada Guru Sekolah Dasar Kelas V …,,,,,,http://repository.upi.edu/10897,W Setiawan - 2014 - repository.upi.edu,0
PENGEMBANGAN FRAMEWORK MOBILE LEARNING PADA PERTANIAN SAYURAN,E Erlangga,H Siregar,Y Wihardi,,,https://www.jurnal.stmik-mi.ac.id/index.php/jcb/article/view/200,"E Erlangga, H Siregar, Y Wihardi - Jurnal Computech & Bisnis, 2020 - jurnal.stmik-mi.ac.id",0
Industry Perceptions on the Need of Green Skills in Agribusiness Vocational Graduates,MN Handayani,M Ali,,,,https://publisher.uthm.edu.my/ojs/index.php/JTET/article/view/4977,"MN Handayani, M Ali… - Journal of Technical …, 2020 - publisher.uthm.edu.my",4
Low-cost ocean wave energy converter kit as a teaching tool of a new alternative energy source,M Satriawan,W Setiawan,,,,https://iopscience.iop.org/article/10.1088/1361-6552/ab9b35/meta,"M Satriawan, L Liliasari, W Setiawan… - Physics …, 2020 - iopscience.iop.org",0
Development of R package and experimental analysis on prediction of the CO2 compressibility factor using gradient descent,LS Riza,R Megasari,,,,https://www.researchgate.net/profile/Shah-Nazir/publication/327780489_Development_of_R_package_and_experimental_analysis_on_prediction_of_the_CO2_compressibility_factor_using_gradient_descent/links/5c14b05a92851c39ebedf569/Development-of-R-package-and-experimental-analysis-on-prediction-of-the-CO2-compressibility-factor-using-gradient-descent.pdf,"LS Riza, D Handian, R Megasari… - Journal of …, 2018 - researchgate.net",8
Pengaruh Penerapan Model Pembelajaran Children Learning In Science (CLIS) dalam Pembelajaran IPA Terhadap Peningkatan Pemahaman Konsep dan …,,,,,,http://repository.upi.edu/id/eprint/20083,WE Setiawan - 2015 - repository.upi.edu,1
The Use of Multinomial Model to Support Neural Network Decision to Classify and Change Detection of Multidate and Multisensor Images,W Setiawan,,,,,http://jurnal.informatika.lipi.go.id/index.php/inkom/article/view/139,"W Setiawan - INKOM Journal, 2012 - jurnal.informatika.lipi.go.id",0
Students' reading comprehension skills of science and physics texts,W Handayani,W Setiawan,P Sinaga,,,https://journal.uny.ac.id/index.php/jipi/article/view/21633,"W Handayani, W Setiawan, P Sinaga… - … Inovasi Pendidikan IPA, 2018 - journal.uny.ac.id",5
"Analysis on atmospheric pressure, temperature, and wind speed profiles during total solar eclipse 9 March 2016 using time series clustering",LS Riza,Y Wihardi,EA Nurdin,ND Ardi,,https://iopscience.iop.org/article/10.1088/1742-6596/771/1/012009/meta,"LS Riza, Y Wihardi, EA Nurdin, ND Ardi… - Journal of Physics …, 2016 - iopscience.iop.org",8
The scientific learning approach using multimedia-based maze game to improve learning outcomes,W Setiawan,,,,,https://aip.scitation.org/doi/abs/10.1063/1.4941162,"W Setiawan, S Hafitriani… - AIP Conference …, 2016 - aip.scitation.org",8
Mobile Learning berbasis Augmented Reality untuk Mendukung Pembelajaran Perakitan Komputer,HW Prabawa,,,,,https://ejournal.upi.edu/index.php/JGrKom/article/view/26276,"M Anwar, HW Prabawa, RA Sukamto - Jurnal Guru Komputer, 2020 - ejournal.upi.edu",0
Data to text for generating information of weather and air quality in the R programming language,LS Riza,Y Wihardi,,,,https://jestec.taylors.edu.my/Vol%2014%20issue%201%20February%202019/14_1_34.pdf,"LS Riza, B Putra, Y Wihardi… - Journal of Engineering …, 2019 - jestec.taylors.edu.my",2
Implementation of Competency Enhancement Program for Science Teachers Assisted by Artificial Intelligence in Designing HOTS-based Integrated Science Learning,KDH Gunawan,I Kaniawati,,,,https://jurnal.untirta.ac.id/index.php/JPPI/article/view/8655,"KDH Gunawan, L Liliasari, I Kaniawati… - Jurnal Penelitian dan …, 2021 - jurnal.untirta.ac.id",0
Towards host-to-host meeting scheduling negotiation,R Megasari,EM Husni,,,,http://ijain.org/index.php/IJAIN/article/view/6,"R Megasari, K Kuspriyanto, EM Husni… - International Journal of …, 2015 - ijain.org",6
Parallel random projection using R high performance computing for planted motif search,LS Riza,W Setiawan,T Hidayat,M Fahsi,,https://core.ac.uk/download/pdf/295537676.pdf,"LS Riza, TF Dhiba, W Setiawan, T Hidayat, M Fahsi - Telkomnika, 2019 - core.ac.uk",2
The Asean News Exchange: experiences of a Malaysian end-user,,,,,,https://www.tandfonline.com/doi/abs/10.1080/01296612.1983.11726104,"M Majid - Media Asia, 1983 - Taylor & Francis",1
Penerapan Model Pembelajaran Project Based Learning (PjBL) untuk Meningkatkan Keaktifan Belajar Siswa pada Mata Pelajaran Pemodelan Perangkat Lunak …,W Setiawan,EF Rahman,,,,https://ejournal.upi.edu/index.php/JGrKom/article/view/29480,"RR Agustriyanda, W Setiawan, EF Rahman… - Jurnal Guru …, 2020 - ejournal.upi.edu",0
CYBER LEARNING SYSTEM BASED PERSONAL LEARNING NETWORK (PLN) TO BUILD SHARING KNOWLEDGE SCHOOL COMMUNITY,W Setiawan,,,,,http://a-research.upi.edu/operator/upload/pro_2011_upi-uitm_setiawan_cyber_learning_system_based_personal_learning_network.pdf,W Setiawan - a-research.upi.edu,0
"Comparison of Natural Science Teacher's TPACK Assessment Results based on Differences in Educational Background, Working Period, and Gender",A Widodo,,,,,https://european-science.com/eojnss/article/view/6245,"RAHA Permana, A Widodo… - … Online Journal of …, 2021 - european-science.com",0
PENGARUH LITERASI KEUANGAN DAN PENGENDALIAN DIRI TERHADAP PERILAKU PENGELOLAAN KEUANGAN (Survei Pada Tenaga Pendidik SD Se …,MNK Komarudin,N Nugraha,,,,https://journal.ukmc.ac.id/index.php/jkb/article/view/51,"MNK Komarudin, N Nugraha, D Hardjadi… - Jurnal Keuangan dan …, 2020 - journal.ukmc.ac.id",0
Temu Kembali Citra Berbasis Konten Pada Citra Lintas Domain,Y Wihardi,H Siregar,A Mulyawan,,,https://www.jurnal.stmik-mi.ac.id/index.php/jcb/article/view/169,"Y Wihardi, H Siregar, A Mulyawan - Jurnal Computech & Bisnis, 2018 - jurnal.stmik-mi.ac.id",1
Conceptual Change Level of K-11 Students on the Hydrostatic Pressure Concept Using Virtual Conceptual Change Laboratory,A Suhandi,A Samsudin,,,,https://36.89.54.123/index.php/jpf/article/view/5027,"Y Surtiana, A Suhandi, A Samsudin… - Jurnal Pendidikan …, 2021 - 36.89.54.123",0
MEETING ATTENDANCE RECORDING SYSTEM BASED ON OTHER PARTICIPANT'S CONFESSION,R MEGASARI,,,,,https://jestec.taylors.edu.my/Vol%2015%20issue%205%20October%202020/15_5_28.pdf,"R MEGASARI, IH SHODIQ… - Journal of …, 2020 - jestec.taylors.edu.my",0
